train_domain,train_profile,test_group,snr_db,num_train_seeds,mean_seed_ber,std_seed_ber,ci95_low,ci95_high,mean_seed_bce,pooled_ber,errors,trials
tdl_a,tdl_A_10_30_100_mix_normalized,in_domain,20.0,3,0.0006564732932259516,6.19493757379671e-05,0.0005025825127300892,0.0008103640737218141,0.001471178831730145,0.0006564732932259516,20909,31850496
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,-10.0,3,0.3914289121274595,8.47347794160904e-05,0.3912184192664072,0.3916394049885118,0.6555567111498043,0.3914289121274595,4155735,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,-8.0,3,0.3617432205765336,7.460012980059292e-05,0.3615579035807875,0.36192853757227966,0.6321209028915122,0.3617432205765336,3840567,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,-6.0,3,0.32588921064212,3.845066052699792e-05,0.3257936939062596,0.3259847273779804,0.5967897125232366,0.32588921064212,3459911,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,-4.0,3,0.2836081422405478,8.535318686467728e-05,0.2833961131702312,0.2838201713108644,0.5458292883855326,0.28360814224054787,3011020,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,-2.0,3,0.23554389859423228,1.5713374472362753e-05,0.23550486440812515,0.2355829327803394,0.47670199878421826,0.23554389859423225,2500730,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,0.0,3,0.1834723390178916,4.2253768276666356e-05,0.183367374838648,0.18357730319713517,0.39008482996328375,0.1834723390178916,1947895,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,2.0,3,0.1314478744695216,2.5986215373463308e-05,0.1313833211319243,0.13151242780711891,0.2922026441421038,0.1314478744695216,1395560,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,4.0,3,0.08500398235556521,6.988648264685143e-05,0.08483037470847406,0.08517759000265636,0.1956347429458006,0.0850039823555652,902473,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,6.0,3,0.04935615445360725,5.966202163766489e-05,0.049207945775692284,0.04950436313152221,0.11570335740660444,0.049356154453607255,524006,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,8.0,3,0.02643104835792824,2.1614309135451653e-05,0.026377355437489418,0.026484741278367065,0.06192570704000968,0.02643104835792824,280614,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,10.0,3,0.014052873776282794,3.168106019506856e-05,0.013974173659901033,0.014131573892664555,0.03234960571115399,0.014052873776282794,149197,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,12.0,3,0.007953690893856094,1.46945543725564e-05,0.007917187597180488,0.0079901941905317,0.017871843317500604,0.007953690893856096,84443,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,14.0,3,0.004825827516155478,3.9473275806636223e-05,0.004727770463114203,0.004923884569196753,0.01070671702194729,0.004825827516155478,51235,10616832
tdl_a,tdl_A_10_30_100_mix_normalized,tdl_A_100ns,16.0,3,0.0031258853865258483,8.1819231820808e-05,0.0029226351472056928,0.003329135625846004,0.0068410789755023555,0.0031258853865258488,33187,10616832
