train_domain,test_group,snr_db,num_train_seeds,real_pooled_ber,a_pooled_ber,pooled_difference,pooled_ratio,mean_paired_seed_difference,std_paired_seed_difference,paired_ci95_low,paired_ci95_high,real_mean_seed_bce,a_mean_seed_bce,mean_paired_seed_bce_difference,std_paired_seed_bce_difference,paired_bce_ci95_low,paired_bce_ci95_high
tdl_mix,in_domain,10.0,3,0.0077923244900173615,0.0074600643581814235,0.000332260131835938,1.0445385074287663,0.00033226013183593775,9.324569356389535e-06,0.0003090966174510279,0.0003554236462208476,0.018578623479697853,0.01765257373975337,0.0009260497399444847,2.247986240680345e-05,0.0008702066659826856,0.0009818928139062838
tdl_mix,in_domain,12.0,3,0.003997727382330247,0.0038225762638044946,0.00017515111852575227,1.0458201763518067,0.00017515111852575227,3.904379487081862e-06,0.00016545210220054305,0.0001848501348509615,0.009220900207610275,0.008740441377260677,0.00048045883034959595,3.318414043427429e-05,0.0003980248556616961,0.0005628928050374958
tdl_mix,in_domain,14.0,3,0.002359084141107253,0.0022320500126591434,0.00012703412844810962,1.056913656830103,0.00012703412844810962,1.2653073848029551e-05,9.560215053147547e-05,0.00015846610636474376,0.005343874986298639,0.0050066780746686355,0.0003371969116300038,4.152521928572285e-05,0.00023404254840975815,0.00044035127485024945
tdl_mix,in_domain,16.0,3,0.0014992890534577547,0.0013791637656129436,0.00012012528784481114,1.0871000898079886,0.00012012528784481093,2.3610463712612226e-05,6.147364454219243e-05,0.0001787769311474294,0.003375714946269645,0.0030704790854649473,0.0003052358608046974,4.8098374306305046e-05,0.00018575287531202842,0.0004247188462973663
tdl_mix,in_domain,18.0,3,0.0010037975546754437,0.0008805922520013503,0.0001232053026740934,1.1399118631739955,0.0001232053026740933,2.6353634944246384e-05,5.773924426492751e-05,0.00018867136108325906,0.0022733226359869965,0.001962934313728735,0.00031038832225826145,4.3033361529907465e-05,0.00020348752601441215,0.00041728911850211073
tdl_mix,in_domain,20.0,3,0.0007194236472800925,0.000578585966133777,0.00014083768114631556,1.2434170363436572,0.00014083768114631556,3.3802775458467593e-05,5.6866931864949714e-05,0.0002248084304276814,0.0016549379349614644,0.001315168196020065,0.00033976973894139935,4.598206998168443e-05,0.00022554394483125848,0.0004539955330515402
tdl_mix,tdl_A_100ns,-10.0,3,0.3910372698748553,0.3952260900426794,-0.00418882016782407,0.9894014583719113,-0.00418882016782407,0.00010819116903234446,-0.004457581930905779,-0.003920058404742361,0.6553128575101311,0.6574637948730846,-0.0021509373629534645,0.00025350755397748865,-0.0027806850380262095,-0.0015211896878807192
tdl_mix,tdl_A_100ns,-8.0,3,0.36133528344425153,0.36318404586226855,-0.0018487624180170137,0.9949095714994096,-0.0018487624180169953,0.00013240405081160284,-0.002177672313838974,-0.0015198525221950163,0.6318922234170231,0.6327457538357487,-0.000853530418725638,0.00029485461655542764,-0.0015859898912222049,-0.00012107094622907093
tdl_mix,tdl_A_100ns,-6.0,3,0.32557461585527586,0.32560268449194635,-2.8068636670486313e-05,0.9999137948241603,-2.8068636670541824e-05,7.414833601624976e-05,-0.00021226331443897022,0.00015612604109788657,0.5966449946533015,0.5959694385528564,0.0006755561004450072,0.00035820979238996453,-0.00021428635358262493,0.0015653985544726394
tdl_mix,tdl_A_100ns,-4.0,3,0.2835248782310957,0.28224624822169175,0.001278630009403925,1.00453019311137,0.0012786300094039433,0.00023579612800452094,0.000692879955521176,0.0018643800632867106,0.5458691719873452,0.5436653292473452,0.0022038427399999985,0.0003877542740094074,0.0012406077250046335,0.0031670777549953634
tdl_mix,tdl_A_100ns,-2.0,3,0.23567058421947337,0.23369984567901234,0.0019707385404610367,1.0084327763877425,0.0019707385404610367,0.00012098040797499042,0.0016702065466161202,0.002271270534305953,0.47699172150941543,0.47348983236301095,0.0035018891464045168,0.0003662909708429058,0.002591971932225794,0.004411806360583239
tdl_mix,tdl_A_100ns,0.0,3,0.1836634506413966,0.18139168068214698,0.002271769959249631,1.0125241132928828,0.0022717699592496123,0.00016083414721228484,0.0018722357888073457,0.002671304129691879,0.39067633210876845,0.3861878782878687,0.004488453820899685,0.0003602812706185197,0.0035934655296852355,0.005383442112114134
tdl_mix,tdl_A_100ns,2.0,3,0.1316669605396412,0.1294166659131462,0.002250294626494981,1.0173879817612146,0.002250294626494981,9.65010564836339e-05,0.0020105727128512216,0.00249001654013874,0.2930514310245161,0.28803611151230185,0.005015319512214178,0.00036794301477595387,0.004101298393399748,0.005929340631028608
