model,train_profile,test_profile,snr_db,ber,errors,trials,num_rows
single_branch_n0_gate,umi_normalized,tdl_C_30ns,-4.0,0.2752719455295139,2922516,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,-2.0,0.22468651665581596,2385459,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,0.0,0.1701438809618538,1806389,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,2.0,0.1156686853479456,1228035,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,4.0,0.06767687385464892,718514,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,6.0,0.03251996452425733,345259,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,8.0,0.012543007179542823,133167,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,10.0,0.004287437156394676,45519,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,12.0,0.001738183292341821,18454,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,14.0,0.0008976312331211419,9530,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,16.0,0.0005273701232156636,5599,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,18.0,0.0003258034035011574,3459,10616832,6
single_branch_n0_gate,umi_normalized,tdl_C_30ns,20.0,0.00021569522810570987,2290,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,-10.0,0.39103661054446376,4151570,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,-8.0,0.35765857461058065,3797201,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,-6.0,0.3188064010054977,3384714,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,-4.0,0.2736050641095197,2904819,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,-2.0,0.22277087929808062,2365121,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,0.0,0.16786316294728973,1782175,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,2.0,0.11301318510079089,1199842,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,4.0,0.06481566252531828,688137,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,6.0,0.02965545654296875,314847,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,8.0,0.009889390733506944,104994,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,10.0,0.00227911678361304,24197,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,12.0,0.0003666818877797068,3893,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,14.0,4.9543969425154324e-05,526,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,16.0,9.889955873842592e-06,105,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,18.0,2.4489414544753085e-06,26,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_100ns,20.0,3.767602237654321e-07,4,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,-10.0,0.3897843537507234,4138275,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,-8.0,0.3560471711335359,3780093,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,-6.0,0.31687465714819635,3364205,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,-4.0,0.2713364966121721,2880734,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,-2.0,0.21990759578751928,2334722,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_10ns,0.0,0.16420877715687693,1743377,10616832,6
